county_state,hyp_total_2009,cig_total_2012,cig_daily_2012,obs_total_2006,dbt_total_2012,alc_any_2008,alc_heavy_2008,alc_binge_2008,hd_deaths_per100k_over65
"Clay, NE",40.18,21.59,16.11,77.56,8.24,55.0,7.7,20.5,1068.0
"Colfax, NE",37.82,21.74,15.08,65.71,9.42,60.5,8.5,22.4,912.4
"Cuming, NE",40.43,21.93,16.26,74.81,8.18,64.3,9.0,23.1,1027.2
"Custer, NE",39.71,20.95,15.81,78.03,7.72,57.8,7.6,19.9,1068.4
"Dakota, NE",41.2,24.96,18.32,67.86,10.64,53.0,7.7,22.0,905.2
"Dawes, NE",38.96,18.38,12.9,81.62,8.24,59.4,8.5,20.3,1013.0
"Dawson, NE",39.26,22.76,16.92,70.93,9.7,52.6,6.6,18.5,1088.2
"Deuel, NE",40.19,22.44,16.62,78.83,8.11,53.0,6.7,18.3,717.5
"Dixon, NE",42.84,22.29,16.12,77.59,8.53,57.1,8.3,22.6,1115.2
"Dodge, NE",40.87,24.81,18.6,74.21,8.81,63.2,8.0,22.6,880.7
"Douglas, NE",36.74,21.54,15.63,76.06,9.23,65.4,9.1,22.5,867.2
"Dundy, NE",39.76,19.88,14.32,75.85,8.35,55.8,8.4,20.4,1140.9
"Fillmore, NE",38.47,21.32,15.66,78.44,7.9,63.0,9.7,25.5,1087.2
"Franklin, NE",39.94,22.73,17.05,74.12,8.16,56.6,7.8,22.0,1048.3
"Frontier, NE",41.62,20.06,14.75,78.91,8.31,53.7,7.4,19.8,834.9
"Furnas, NE",40.04,22.23,16.62,76.24,8.33,54.9,7.6,20.8,1003.1
"Gage, NE",39.99,23.07,18.17,74.27,8.72,62.1,7.9,22.3,974.9
"Garden, NE",41.78,21.3,15.65,78.71,8.54,54.2,7.3,19.0,1054.5
"Garfield, NE",41.25,24.12,18.37,77.33,8.19,61.3,10.2,25.0,1286.9
"Gosper, NE",40.36,21.1,15.86,78.71,7.92,53.8,6.9,17.7,1044.1
"Grant, NE",38.33,20.33,15.06,81.57,8.12,52.1,7.4,18.4,1065.0
"Greeley, NE",41.79,22.72,17.12,76.91,8.18,64.3,12.4,29.0,972.4
"Hall, NE",39.6,22.17,16.98,71.13,9.25,57.8,7.6,20.5,982.5
"Hamilton, NE",39.89,20.93,16.02,78.84,7.3,60.8,7.9,21.9,1001.5
"Harlan, NE",40.36,22.3,16.72,75.46,8.33,55.2,8.2,20.0,998.7
"Hayes, NE",42.73,20.95,15.47,74.7,8.42,53.7,9.4,22.1,784.2
"Hitchcock, NE",42.47,23.98,18.16,76.73,8.5,51.1,7.5,18.5,938.2
"Holt, NE",40.23,22.68,17.28,75.33,7.8,61.7,9.5,23.3,1111.4
"Hooker, NE",35.63,17.72,12.71,78.97,6.89,56.3,7.5,18.5,915.7
"Howard, NE",41.42,21.98,16.79,75.63,7.8,58.9,9.2,22.4,961.7
"Jefferson, NE",39.72,25.47,20.08,76.67,8.62,60.9,8.3,22.9,1120.3
"Johnson, NE",39.79,25.34,18.97,72.77,9.56,54.8,8.5,18.5,930.6
"Kearney, NE",38.83,19.06,14.17,78.52,7.69,61.1,7.9,21.6,1001.3
"Keith, NE",39.38,21.38,15.83,75.99,8.23,59.5,8.0,20.7,633.4
"Keya Paha, NE",42.58,22.14,16.69,75.92,8.59,48.5,6.2,14.7,975.3
"Kimball, NE",41.28,22.73,16.72,76.48,8.49,53.5,7.1,18.7,910.4
"Knox, NE",42.05,22.41,16.46,78.33,8.26,62.1,10.5,25.7,1031.2
"Lancaster, NE",38.18,20.26,14.39,79.55,8.19,66.1,8.8,22.2,913.1
"Lincoln, NE",40.2,22.13,16.54,74.84,8.51,57.8,7.9,20.8,794.5
"Logan, NE",43.32,20.93,15.5,79.84,8.11,61.8,10.4,23.1,908.0
"Loup, NE",42.86,24.24,18.4,79.34,8.39,51.6,8.1,19.7,1281.5
"McPherson, NE",38.32,16.79,11.87,75.14,7.96,53.2,7.4,17.8,733.7
"Madison, NE",39.13,20.61,14.66,76.91,7.83,62.9,8.7,23.6,1081.8
"Merrick, NE",40.49,22.73,17.38,75.09,7.86,59.9,7.8,22.0,980.4
"Morrill, NE",41.72,20.31,14.63,75.81,9.15,51.6,7.0,17.6,1075.7
"Nance, NE",41.38,23.43,17.63,74.15,8.26,63.7,11.9,29.3,1117.2
"Nemaha, NE",39.4,20.99,15.64,74.33,8.62,61.9,8.6,22.2,981.3
"Nuckolls, NE",40.72,23.53,17.87,77.47,8.22,58.5,9.4,23.1,1093.4
"Otoe, NE",40.4,21.57,16.42,73.09,8.76,61.0,9.2,23.4,949.8
"Pawnee, NE",40.02,23.1,17.69,75.74,8.92,62.1,11.2,26.8,978.0
"Perkins, NE",39.47,20.94,15.34,76.28,7.7,55.2,7.2,18.7,869.4
"Phelps, NE",35.62,21.55,16.46,73.73,7.6,57.2,6.9,18.7,1006.4
"Pierce, NE",40.33,21.01,15.43,77.88,7.36,59.7,8.2,21.3,1013.9
"Platte, NE",39.32,19.76,14.42,76.22,7.88,67.6,9.3,26.4,1060.4
"Polk, NE",39.52,20.26,14.78,77.99,7.64,61.6,9.3,24.3,1030.8
"Red Willow, NE",39.97,21.38,16.13,77.38,8.18,58.3,8.0,20.3,999.4
"Richardson, NE",40.16,25.61,19.74,72.34,9.46,57.1,8.6,20.9,956.7
"Rock, NE",43.35,21.46,15.87,75.77,8.13,55.9,8.1,20.7,1434.4
"Saline, NE",39.68,22.23,16.31,75.3,8.93,59.6,9.7,23.2,1092.1
"Sarpy, NE",37.78,18.29,13.41,78.47,9.2,65.7,8.8,20.7,894.9
"Saunders, NE",40.69,22.13,16.31,76.32,7.98,66.3,10.2,25.3,913.2
"Scotts Bluff, NE",39.22,20.67,15.3,72.86,9.73,52.8,5.9,16.4,996.7
"Seward, NE",38.94,18.67,13.38,80.97,7.3,63.7,7.9,20.9,990.3
"Sheridan, NE",39.07,22.58,16.29,80.56,8.62,55.6,9.2,21.1,1026.4
"Sherman, NE",41.81,23.26,17.84,75.98,8.3,56.9,9.3,22.0,988.7
"Sioux, NE",39.69,18.54,13.42,80.34,8.03,58.5,8.8,21.4,927.4
"Stanton, NE",40.47,20.01,14.61,78.19,7.76,60.3,8.7,22.0,969.8
"Thayer, NE",39.2,21.9,16.35,75.83,8.11,56.9,7.5,20.3,1162.0
"Thomas, NE",41.02,19.94,14.53,78.56,8.24,53.8,6.9,17.8,890.4
"Thurston, NE",40.19,30.18,20.75,70.93,11.9,37.8,11.3,20.5,1342.6
"Valley, NE",41.05,21.09,15.59,78.05,7.66,61.0,9.8,24.4,1128.6
"Washington, NE",39.03,18.83,14.06,77.38,7.75,67.1,10.3,23.8,888.5
"Wayne, NE",38.52,17.95,12.6,78.37,7.49,63.3,8.6,23.3,1064.5
"Webster, NE",39.64,22.13,16.62,74.87,8.24,53.5,7.8,19.9,1090.2
"Wheeler, NE",43.07,19.14,13.97,81.08,8.07,57.7,8.5,20.2,1052.2
"York, NE",38.55,21.67,16.47,76.8,7.69,58.9,6.7,19.9,1079.4
"Churchill, NV",38.91,24.29,18.1,76.38,9.15,57.7,9.7,20.0,1384.2
"Clark, NV",38.23,23.12,16.7,70.9,10.2,58.1,9.0,18.9,1236.0
"Douglas, NV",39.41,20.77,14.87,81.62,7.66,71.0,12.4,21.3,904.9
"Elko, NV",41.05,22.19,16.83,70.03,9.81,56.4,10.2,20.4,1104.1
"Esmeralda, NV",41.18,27.58,20.18,73.02,9.15,64.7,18.3,29.8,854.1
"Eureka, NV",41.66,22.25,16.07,73.82,8.59,57.7,9.6,18.1,1188.4
"Humboldt, NV",39.91,23.85,17.75,73.1,9.11,59.9,10.4,20.9,1184.1
"Lander, NV",41.45,25.4,19.49,65.35,9.2,51.9,9.5,19.6,1246.3
"Lincoln, NV",40.82,22.87,16.88,74.41,8.31,39.5,7.8,15.9,979.1
"Lyon, NV",40.07,26.97,20.21,76.57,9.24,63.5,11.6,21.0,1153.3
"Mineral, NV",41.64,31.97,24.51,72.3,9.64,55.2,9.7,20.5,1026.5
"Nye, NV",41.83,30.45,23.23,68.13,9.57,58.3,11.4,21.2,1568.8
"Pershing, NV",40.62,24.51,17.35,71.76,9.56,58.6,10.3,20.3,1228.9
"Storey, NV",39.69,25.14,18.27,78.66,7.73,72.7,17.2,26.3,1088.4
"Washoe, NV",38.51,21.15,14.28,79.11,8.18,66.4,11.3,21.4,1212.2
"White Pine, NV",43.0,27.05,20.39,73.35,9.14,49.2,8.5,18.8,1089.3
"Belknap, NH",40.33,20.2,15.54,79.63,8.28,66.0,9.9,18.7,1043.8
"Carroll, NH",40.0,20.7,15.32,79.94,7.8,68.3,11.1,18.9,879.4
"Cheshire, NH",37.24,20.52,15.02,78.82,8.16,65.7,10.2,18.3,964.3
"Grafton, NH",36.67,16.73,12.3,80.72,7.08,68.4,10.6,18.1,923.0
"Hillsborough, NH",39.18,18.6,14.26,76.39,8.99,67.7,8.6,17.4,975.5
"Merrimack, NH",40.98,17.76,13.46,79.49,8.12,68.1,9.5,17.3,978.5
"Rockingham, NH",38.58,16.6,12.48,79.2,8.31,70.9,10.0,20.5,971.4
"Strafford, NH",41.08,19.83,14.99,75.51,9.73,64.9,9.2,18.3,968.2
"Sullivan, NH",40.67,19.82,14.81,77.68,7.86,65.4,9.0,17.3,961.5
"Atlantic, NJ",40.91,22.82,16.27,69.89,10.72,58.5,7.7,17.3,1288.1
"Bergen, NJ",33.84,15.28,9.73,76.26,7.55,66.1,7.0,17.0,920.0
"Burlington, NJ",38.27,18.97,12.81,75.02,9.07,62.2,7.2,16.7,1123.3
"Camden, NJ",38.53,20.93,14.44,68.86,10.1,59.0,7.3,17.0,1180.2
"Cape May, NJ",39.64,22.68,16.31,76.24,9.28,65.4,9.6,20.1,1271.3
"Cumberland, NJ",44.54,25.44,18.17,62.02,12.88,48.9,6.5,14.8,1316.1
"Essex, NJ",40.04,19.23,12.53,68.52,10.94,55.8,6.8,15.5,985.9
"Gloucester, NJ",39.5,20.67,14.81,71.78,10.01,61.2,7.1,17.2,1309.0
"Hudson, NJ",34.91,16.55,10.09,63.24,11.55,54.0,6.5,17.8,917.5
"Hunterdon, NJ",37.23,14.23,9.55,80.66,6.74,70.0,8.7,18.4,875.3
"Mercer, NJ",39.45,17.43,10.81,72.9,9.26,61.0,6.9,16.1,1025.7
"Middlesex, NJ",37.57,15.24,9.79,72.08,9.49,58.5,5.9,15.3,1012.6
"Monmouth, NJ",38.09,17.75,11.19,75.98,7.98,67.3,8.7,19.7,1070.1
"Morris, NJ",36.33,14.03,9.33,75.23,7.19,67.9,7.6,18.0,982.3
"Ocean, NJ",42.39,21.63,15.57,72.28,9.11,64.4,7.8,18.0,1349.7
"Passaic, NJ",39.24,18.15,12.04,63.74,10.95,56.4,6.8,17.1,1020.4
"Salem, NJ",42.61,22.83,17.16,67.78,10.5,55.3,7.7,16.9,1294.5
"Somerset, NJ",35.85,12.38,7.74,78.31,7.83,65.1,6.3,15.1,938.6
"Sussex, NJ",39.95,18.16,13.07,74.1,8.22,66.7,8.4,18.4,1163.0
"Union, NJ",37.32,18.07,11.57,71.12,10.1,58.3,6.1,16.1,953.7
"Warren, NJ",39.78,19.72,14.58,71.97,8.47,61.9,7.7,17.7,1152.3
"Bernalillo, NM",36.07,21.0,13.28,78.3,8.85,57.3,6.7,14.7,1003.3
"Catron, NM",40.79,22.33,15.39,75.24,9.46,49.8,9.0,16.5,1013.2
"Chaves, NM",39.86,22.89,16.39,69.41,12.33,46.7,6.8,15.1,1602.5
"Cibola, NM",36.87,25.67,16.71,72.85,12.69,41.0,6.7,16.3,977.5
"Colfax, NM",37.18,18.78,12.22,72.51,9.99,53.5,6.8,15.9,793.3
"Curry, NM",41.75,21.64,14.79,67.69,11.8,44.0,5.5,13.2,1255.3
"De Baca, NM",39.93,20.85,13.96,70.5,11.61,40.0,4.2,11.1,1128.6
"Eddy, NM",39.91,23.88,18.01,70.45,12.23,45.1,5.9,14.1,1318.3
"Grant, NM",37.82,20.13,12.58,72.16,10.05,54.5,9.0,18.8,993.2
"Guadalupe, NM",38.54,21.07,12.69,71.82,13.92,47.7,6.6,17.2,1074.2
"Harding, NM",39.24,18.91,12.14,73.19,10.6,47.9,5.3,13.2,747.1
"Hidalgo, NM",39.82,20.64,12.68,66.63,11.64,46.9,7.6,17.6,1157.1
"Lea, NM",39.79,24.02,17.29,64.21,12.66,42.2,5.7,15.1,1379.3
"Lincoln, NM",38.06,22.33,14.95,74.9,9.67,56.8,8.4,16.2,911.4
"Los Alamos, NM",35.64,13.17,8.18,85.15,5.66,64.2,4.8,11.1,761.4
"Luna, NM",41.67,22.47,14.46,63.75,12.08,46.2,7.8,17.1,1229.1
"McKinley, NM",38.63,23.52,15.28,71.76,16.52,35.1,6.1,15.4,893.2
"Mora, NM",37.25,18.46,10.51,73.2,13.1,49.4,7.7,15.5,696.7
"Otero, NM",42.05,23.69,16.36,72.32,11.74,49.2,7.0,14.8,987.8
"Quay, NM",38.66,22.65,15.41,69.29,11.57,38.1,4.8,12.1,1335.9
"Rio Arriba, NM",36.68,21.5,12.97,73.12,12.7,49.9,6.9,15.9,822.2
"Roosevelt, NM",39.32,22.4,15.74,66.9,11.36,40.5,5.5,13.5,1239.2
"Sandoval, NM",36.71,19.89,13.11,78.42,9.57,58.6,7.3,14.7,924.5
"San Juan, NM",38.27,25.45,17.88,74.08,11.24,42.6,6.1,12.9,843.6
"San Miguel, NM",35.56,19.61,11.28,72.55,13.33,50.6,6.7,15.8,956.0
"Santa Fe, NM",34.19,18.46,11.39,80.14,7.99,64.0,7.9,15.4,679.4
"Sierra, NM",41.36,25.24,17.49,72.0,10.56,52.3,8.8,16.3,1207.6
"Socorro, NM",38.73,23.78,15.24,72.87,12.45,46.4,7.2,16.7,1008.4
"Taos, NM",35.13,17.95,11.06,78.62,10.02,59.1,8.1,17.5,664.0
"Torrance, NM",39.09,26.48,18.17,72.56,10.97,49.0,7.3,15.7,898.8
"Union, NM",37.85,21.74,14.56,72.5,10.53,54.2,6.2,16.3,1114.1
"Valencia, NM",38.82,22.74,14.92,73.28,12.69,49.6,7.1,14.8,996.8
"Albany, NY",40.01,17.66,11.79,75.79,8.66,65.7,8.9,19.0,1032.3
"Allegany, NY",42.37,22.33,16.16,76.67,9.83,56.4,8.2,17.9,1131.0
"Bronx, NY",39.49,20.28,12.11,61.59,14.84,45.2,4.6,14.2,1175.0
"Broome, NY",40.78,20.17,14.84,77.61,9.64,62.2,8.6,20.0,1077.7
"Cattaraugus, NY",42.89,25.21,18.2,75.81,10.18,59.0,9.1,19.5,1365.7
"Cayuga, NY",41.91,23.31,16.93,73.89,9.88,61.1,8.3,19.3,1116.6
"Chautauqua, NY",42.18,24.91,17.32,73.37,10.53,57.9,8.4,19.4,1222.8
"Chemung, NY",40.83,21.93,16.26,73.61,9.8,58.8,8.0,18.7,1288.2
"Chenango, NY",42.53,22.61,16.71,73.26,9.46,59.8,8.8,18.9,1638.7
"Clinton, NY",42.35,19.55,14.8,78.09,8.53,63.7,9.4,19.9,945.5
"Columbia, NY",39.94,20.13,13.95,77.08,8.44,64.2,9.6,19.2,1138.4
"Cortland, NY",42.08,20.74,14.95,75.77,9.63,61.5,9.8,20.7,971.1
"Delaware, NY",42.02,22.54,16.37,74.66,9.23,59.4,8.8,17.9,1220.9
"Dutchess, NY",39.2,17.34,11.87,76.0,8.6,65.4,7.9,17.8,1143.0
"Erie, NY",40.44,20.33,13.96,74.41,9.46,65.4,8.1,20.4,1094.5
"Essex, NY",40.65,18.93,13.73,77.98,8.45,65.6,10.1,18.8,935.4
"Franklin, NY",42.99,22.95,17.03,74.87,9.82,61.0,8.9,19.6,1067.7
"Fulton, NY",43.54,24.21,18.38,71.94,9.99,61.2,8.9,18.7,1136.8
"Genesee, NY",41.28,21.4,15.58,76.41,9.74,62.2,8.0,18.9,1124.9
"Greene, NY",42.32,23.93,16.67,72.51,9.27,60.4,9.0,18.3,1185.8
"Hamilton, NY",40.82,18.77,13.51,76.59,8.74,59.8,8.7,18.9,1072.5
"Herkimer, NY",40.86,21.09,15.82,73.49,9.61,62.9,9.7,21.1,1171.0
"Jefferson, NY",42.78,20.83,15.28,75.09,9.97,60.5,8.3,18.1,1240.2
"Kings, NY",39.21,18.46,10.92,67.11,11.99,51.8,5.6,14.4,1271.4
"Lewis, NY",42.43,22.75,17.55,70.95,9.35,55.1,8.1,18.5,1199.3
"Livingston, NY",40.98,20.34,14.69,76.74,9.82,63.2,8.8,19.5,929.6
"Madison, NY",40.94,20.31,14.53,74.01,9.09,62.5,8.5,18.6,881.9
"Monroe, NY",39.19,16.89,11.8,76.48,9.18,64.8,7.4,17.1,874.7
"Montgomery, NY",41.11,23.37,17.37,72.3,10.46,59.8,7.5,18.9,1130.3
"Nassau, NY",37.89,15.02,9.52,75.22,7.69,65.9,6.8,17.6,1270.5
"New York, NY",36.18,14.19,7.68,77.62,8.85,64.2,9.6,20.7,882.2
"Niagara, NY",41.51,22.57,16.5,73.05,10.95,61.6,8.0,18.7,1303.0
"Oneida, NY",41.09,21.28,15.62,70.99,9.61,60.8,8.3,19.0,1164.9
"Onondaga, NY",38.79,18.67,12.75,75.85,9.22,64.0,8.2,19.3,946.3
"Ontario, NY",39.13,17.64,12.54,79.39,8.66,64.5,8.3,19.0,884.7
"Orange, NY",40.71,18.78,13.06,70.61,9.73,61.9,7.0,17.1,1058.5
"Orleans, NY",42.14,23.26,17.12,73.26,10.49,57.2,6.9,16.9,1169.8
"Oswego, NY",42.13,23.27,17.31,72.04,10.04,59.2,9.2,20.4,1232.7
"Otsego, NY",42.01,19.49,13.77,76.47,7.7,61.9,9.8,20.5,1134.6
"Putnam, NY",38.34,15.09,9.99,73.01,8.04,68.4,8.5,19.4,1093.1
"Queens, NY",36.49,16.46,9.9,69.26,11.44,53.1,5.4,14.2,1168.8
"Rensselaer, NY",40.1,20.37,14.44,76.4,9.1,65.1,8.3,18.8,1104.6
"Richmond, NY",36.44,20.1,13.15,72.44,9.12,61.3,6.4,17.2,1619.2
"Rockland, NY",38.78,15.49,9.96,71.44,8.91,62.7,6.4,15.9,959.0
"Saratoga, NY",38.29,17.09,12.08,78.63,8.15,67.3,9.1,19.0,1020.6
"Schenectady, NY",39.78,20.14,14.48,77.62,9.56,64.1,7.8,17.9,1123.6
"Schoharie, NY",42.17,21.78,15.51,74.08,9.29,61.1,8.9,18.6,1005.3
"Schuyler, NY",40.79,22.17,16.09,75.35,9.26,59.9,8.8,19.8,1136.2
"Seneca, NY",40.55,22.94,16.75,72.61,9.65,60.5,8.5,17.5,977.5
"Steuben, NY",41.72,22.01,16.2,74.24,9.77,58.1,7.9,17.7,1185.0
"Suffolk, NY",39.72,17.64,12.45,72.67,8.12,66.1,7.4,18.6,1203.9
"Sullivan, NY",41.73,23.37,16.6,69.8,10.02,59.5,8.6,18.2,1052.5
"Tioga, NY",40.66,19.43,14.18,75.76,9.1,60.4,8.0,17.5,1010.3
"Tompkins, NY",38.23,12.93,8.06,80.55,8.91,66.3,9.8,19.0,891.6
"Ulster, NY",40.03,19.93,13.64,75.97,9.29,64.0,8.7,19.0,1075.1
"Warren, NY",40.62,20.99,15.3,75.42,8.22,66.5,10.8,20.4,1010.5
"Washington, NY",41.85,22.62,16.72,77.1,8.9,61.0,8.3,17.8,1097.7
"Wayne, NY",41.59,21.01,15.5,75.12,9.75,60.9,8.1,18.1,944.6
"Westchester, NY",36.92,14.8,9.0,74.83,7.99,65.1,6.5,16.7,955.5
"Wyoming, NY",42.0,24.47,17.84,77.05,9.47,60.7,8.1,18.9,1142.7
"Yates, NY",41.39,20.86,15.18,72.42,8.96,62.5,10.8,20.3,986.3
"Alamance, NC",40.26,24.74,17.4,70.78,11.53,48.5,5.5,13.7,1016.8
"Alexander, NC",44.38,25.58,20.35,68.6,10.53,36.9,5.0,11.8,967.5
"Alleghany, NC",43.3,25.58,19.53,65.72,10.37,37.0,4.9,12.5,944.3
"Anson, NC",44.91,26.28,18.72,64.36,13.76,33.1,4.2,10.7,1100.1
"Ashe, NC",43.35,25.06,19.16,70.15,9.91,38.0,4.7,11.1,897.3
"Avery, NC",42.85,23.65,17.67,75.66,10.59,41.6,6.0,12.3,1148.1
"Beaufort, NC",41.58,23.46,17.36,72.06,10.9,42.0,6.0,13.6,1027.3
"Bertie, NC",44.86,25.99,17.6,66.05,14.84,33.2,4.1,10.5,902.7
"Bladen, NC",45.58,26.35,18.75,68.18,13.2,31.7,4.3,10.8,1184.3
"Brunswick, NC",42.29,24.55,17.54,77.88,10.02,57.0,8.0,17.6,897.4
"Buncombe, NC",39.31,21.76,15.79,78.03,9.35,52.5,7.0,13.9,928.4
"Burke, NC",42.68,26.01,20.43,69.77,11.52,38.3,5.0,11.8,982.2
"Cabarrus, NC",41.36,21.52,15.55,72.82,10.08,48.8,5.9,15.1,999.7
"Caldwell, NC",43.93,27.53,22.52,70.26,11.89,37.6,5.2,12.1,1135.4
"Camden, NC",41.97,22.02,16.0,74.05,10.63,50.9,7.6,16.9,1157.7
"Carteret, NC",42.72,23.52,17.39,72.78,9.44,55.4,8.7,18.4,1067.3
"Caswell, NC",44.62,27.94,19.88,69.61,12.89,40.9,5.1,12.7,1033.3
"Catawba, NC",40.26,23.34,17.75,74.1,11.02,46.4,6.2,13.6,961.0
"Chatham, NC",38.97,18.33,11.92,76.03,8.26,52.3,6.1,14.1,706.3
"Cherokee, NC",43.69,25.31,18.42,73.47,11.02,43.0,5.5,12.2,1074.9
"Chowan, NC",42.74,24.9,17.94,67.03,11.62,41.7,5.0,12.9,1008.1
"Clay, NC",42.36,23.67,17.14,73.51,10.06,38.9,5.5,11.3,1029.8
"Cleveland, NC",41.82,26.08,19.24,68.69,12.44,38.1,4.9,12.0,1126.3
"Columbus, NC",46.08,26.57,18.52,67.23,12.29,34.7,4.7,11.4,1498.5
"Craven, NC",42.02,22.42,16.32,73.46,10.16,49.3,6.2,14.5,1020.9
"Cumberland, NC",41.2,23.24,15.53,72.58,12.7,43.5,5.1,12.5,1064.4
"Currituck, NC",43.2,23.77,17.58,75.21,10.13,51.7,8.2,17.7,1197.1
"Dare, NC",39.45,21.39,15.45,78.22,9.11,61.2,9.5,20.6,958.9
"Davidson, NC",41.96,25.9,19.98,69.3,11.24,41.9,5.4,13.9,1032.9
"Davie, NC",39.93,22.82,17.15,73.75,9.24,46.2,5.8,13.4,939.2
"Duplin, NC",43.61,25.42,17.75,64.97,12.94,34.9,4.6,12.1,1006.8
"Durham, NC",36.29,17.02,10.6,76.38,10.55,56.0,6.2,14.1,798.3
"Edgecombe, NC",45.84,26.87,19.33,63.88,15.09,35.4,4.2,11.2,1103.6
"Forsyth, NC",37.64,21.89,15.3,74.7,10.38,51.5,5.6,13.6,919.4
"Franklin, NC",42.61,24.31,17.34,70.67,11.29,40.4,4.5,11.7,997.8
"Gaston, NC",43.5,26.12,19.28,69.61,12.33,42.9,5.5,13.7,1073.7
"Gates, NC",43.54,24.9,18.24,66.39,12.77,40.6,5.8,13.2,977.4
"Graham, NC",43.14,26.74,19.47,70.14,11.46,38.7,4.8,11.5,978.6
"Granville, NC",42.65,25.02,17.44,70.15,12.14,41.2,4.4,11.7,896.0
"Greene, NC",45.0,24.84,16.72,63.33,13.49,35.0,4.8,11.9,1131.6
"Guilford, NC",37.81,20.11,13.92,75.05,10.61,52.7,6.0,14.3,838.4
"Halifax, NC",44.66,27.18,19.05,66.07,14.42,37.4,4.5,11.5,1050.7
"Harnett, NC",43.44,23.72,16.9,69.7,11.93,42.1,4.8,12.3,1032.8
"Haywood, NC",42.1,24.56,18.05,75.53,9.98,46.4,6.2,12.6,922.4
"Henderson, NC",38.12,21.75,15.41,80.1,9.79,50.3,6.1,13.4,899.5
"Hertford, NC",44.81,24.95,16.75,61.68,14.85,37.6,4.7,11.7,923.4
"Hoke, NC",43.81,23.19,15.78,68.83,14.82,40.5,4.4,12.1,1143.6
"Hyde, NC",45.63,25.17,17.81,66.28,12.95,47.7,8.9,17.8,1026.0
"Iredell, NC",42.25,21.43,16.15,72.71,10.11,48.9,6.4,14.8,963.6
"Jackson, NC",41.26,23.4,15.87,74.83,10.86,46.2,6.2,12.9,913.0
"Johnston, NC",41.28,23.16,17.45,69.52,11.44,42.8,4.8,13.1,1054.7
"Jones, NC",42.91,25.8,18.22,64.94,11.78,43.6,7.1,15.8,1087.3
"Lee, NC",40.66,23.25,16.07,71.53,11.6,44.0,5.1,12.5,972.5
"Lenoir, NC",43.84,25.95,18.31,65.88,13.09,37.6,4.9,11.9,1246.4
"Lincoln, NC",43.15,22.87,17.28,70.68,10.85,44.7,5.9,13.8,1010.7
"McDowell, NC",43.0,28.0,21.67,68.7,11.39,37.5,5.1,11.6,992.1
"Macon, NC",42.07,24.37,17.14,76.21,9.96,47.7,6.0,13.1,807.9
"Madison, NC",45.42,25.31,18.84,72.94,10.58,36.8,4.8,10.2,1095.5
"Martin, NC",43.75,24.93,18.13,69.17,13.06,35.7,4.8,11.6,1069.0
"Mecklenburg, NC",36.34,15.77,10.56,77.96,10.59,58.9,7.4,16.9,796.4
"Mitchell, NC",43.3,26.29,19.76,70.04,10.81,34.3,4.6,10.0,1185.9
"Montgomery, NC",43.73,24.83,18.07,63.64,12.06,36.8,4.7,12.2,1090.2
"Moore, NC",39.37,20.12,13.96,76.5,9.14,52.8,6.5,14.4,732.4
"Nash, NC",41.18,24.47,17.52,69.97,12.13,43.6,5.2,12.8,1141.3
"New Hanover, NC",39.47,20.8,14.95,80.47,8.79,60.7,9.5,18.7,895.2
"Northampton, NC",43.6,27.66,18.92,65.22,15.46,38.6,5.3,12.5,875.2
"Onslow, NC",42.23,23.0,16.43,73.38,11.34,48.2,6.0,14.9,1063.9
"Orange, NC",36.57,15.3,9.59,82.64,8.23,63.1,7.9,16.6,672.9
"Pamlico, NC",42.81,23.13,16.83,74.04,10.44,46.2,6.8,14.6,1011.7
"Pasquotank, NC",41.7,23.66,16.81,69.02,12.55,43.9,5.3,13.4,1443.2
"Pender, NC",42.66,23.78,17.26,75.02,10.67,48.0,6.5,15.4,1013.2
"Perquimans, NC",44.79,23.09,16.74,68.55,11.64,44.3,5.8,13.3,1092.2
"Person, NC",42.64,25.23,18.03,72.83,11.3,44.4,5.1,12.6,954.0
"Pitt, NC",40.91,22.41,15.46,71.09,10.47,47.2,6.1,14.2,1025.9
"Polk, NC",39.42,23.08,16.14,75.86,9.78,46.8,6.5,13.3,995.6
"Randolph, NC",44.29,26.55,20.25,69.82,10.83,39.6,5.3,13.2,1157.6
"Richmond, NC",43.8,26.01,19.12,64.67,12.88,35.8,4.7,12.0,1428.5
"Robeson, NC",41.51,28.45,19.24,60.91,16.24,31.1,4.2,10.9,1282.1
"Rockingham, NC",42.29,27.82,20.57,66.85,12.21,39.4,4.7,12.1,1051.3
"Rowan, NC",42.54,26.1,20.07,68.43,11.31,42.7,5.4,13.1,1120.6
"Rutherford, NC",43.28,27.29,20.34,69.76,11.19,36.6,5.0,11.1,1111.8
"Sampson, NC",42.09,25.17,18.04,68.5,12.77,33.0,4.3,11.0,1098.3
"Scotland, NC",42.6,25.45,18.0,67.45,13.74,37.0,4.7,11.9,1161.6
"Stanly, NC",43.61,24.93,18.74,69.67,10.38,39.8,5.4,12.7,1255.9
"Stokes, NC",42.51,27.27,20.91,70.79,10.67,39.4,5.1,12.6,1049.2
"Surry, NC",41.32,25.46,19.5,67.96,10.98,34.6,4.2,11.0,1010.4
"Swain, NC",41.54,27.06,18.26,71.1,12.95,41.6,5.4,12.5,1061.1
"Transylvania, NC",42.61,21.56,14.92,79.02,9.16,49.7,6.4,13.5,782.0
"Tyrrell, NC",43.65,27.26,19.5,63.84,14.4,36.5,5.5,13.0,1134.2
