county_state,hyp_total_2009
"McCreary, KY",43.94
"McLean, KY",41.0
"Madison, KY",39.26
"Magoffin, KY",45.23
"Marion, KY",41.83
"Marshall, KY",39.88
"Martin, KY",46.63
"Mason, KY",39.82
"Meade, KY",38.55
"Menifee, KY",42.17
"Mercer, KY",38.29
"Metcalfe, KY",42.03
"Monroe, KY",41.09
"Montgomery, KY",39.62
"Morgan, KY",43.37
"Muhlenberg, KY",41.18
"Nelson, KY",40.04
"Nicholas, KY",40.58
"Ohio, KY",40.29
"Oldham, KY",36.19
"Owen, KY",39.97
"Owsley, KY",47.62
"Pendleton, KY",41.43
"Perry, KY",42.75
"Pike, KY",43.01
"Powell, KY",43.18
"Pulaski, KY",39.46
"Robertson, KY",40.89
"Rockcastle, KY",41.59
"Rowan, KY",39.55
"Russell, KY",41.17
"Scott, KY",38.45
"Shelby, KY",37.78
"Simpson, KY",39.59
"Spencer, KY",39.54
"Taylor, KY",40.84
"Todd, KY",41.42
"Trigg, KY",40.75
"Trimble, KY",40.33
"Union, KY",40.31
"Warren, KY",36.7
"Washington, KY",39.94
"Wayne, KY",42.88
"Webster, KY",40.37
"Whitley, KY",42.47
"Wolfe, KY",43.33
"Woodford, KY",34.95
"Acadia, LA",42.2
"Allen, LA",43.28
"Ascension, LA",39.67
"Assumption, LA",43.97
"Avoyelles, LA",44.7
"Beauregard, LA",39.57
"Bienville, LA",45.46
"Bossier, LA",41.15
"Caddo, LA",41.79
"Calcasieu, LA",40.07
"Caldwell, LA",43.08
"Cameron, LA",40.62
"Catahoula, LA",43.78
"Claiborne, LA",44.06
"Concordia, LA",44.93
"De Soto, LA",44.59
"East Baton Rouge, LA",40.18
"East Carroll, LA",52.47
"East Feliciana, LA",45.39
"Evangeline, LA",44.17
"Franklin, LA",44.34
"Grant, LA",41.56
"Iberia, LA",41.87
"Iberville, LA",45.45
"Jackson, LA",43.06
"Jefferson, LA",38.34
"Jefferson Davis, LA",42.41
"Lafayette, LA",37.61
"Lafourche, LA",38.98
"La Salle, LA",41.65
"Lincoln, LA",42.22
"Livingston, LA",37.65
"Madison, LA",49.29
"Morehouse, LA",43.94
"Natchitoches, LA",45.4
"Orleans, LA",46.5
"Ouachita, LA",39.21
"Plaquemines, LA",43.3
"Pointe Coupee, LA",42.55
"Rapides, LA",41.42
"Red River, LA",45.5
"Richland, LA",43.44
"Sabine, LA",39.63
"St. Bernard, LA",39.06
"St. Charles, LA",41.12
"St. Helena, LA",46.14
"St. James, LA",45.78
"St. John the Baptist, LA",43.39
"St. Landry, LA",46.12
"St. Martin, LA",44.14
"St. Mary, LA",42.1
"St. Tammany, LA",35.7
"Tangipahoa, LA",41.81
"Tensas, LA",47.93
"Terrebonne, LA",42.08
"Union, LA",41.77
"Vermilion, LA",40.64
"Vernon, LA",40.57
"Washington, LA",44.76
"Webster, LA",42.87
"West Baton Rouge, LA",42.1
"West Carroll, LA",42.82
"West Feliciana, LA",46.97
"Winn, LA",43.3
"Androscoggin, ME",36.13
"Aroostook, ME",36.68
"Cumberland, ME",31.98
"Franklin, ME",34.77
"Hancock, ME",34.2
"Kennebec, ME",35.43
"Knox, ME",33.63
"Lincoln, ME",34.19
"Oxford, ME",36.17
"Penobscot, ME",35.82
"Piscataquis, ME",35.01
"Sagadahoc, ME",33.43
"Somerset, ME",37.63
"Waldo, ME",34.4
"Washington, ME",38.48
"York, ME",35.13
"Allegany, MD",40.44
"Anne Arundel, MD",37.01
"Baltimore, MD",36.82
"Calvert, MD",37.33
"Caroline, MD",39.7
"Carroll, MD",35.9
"Cecil, MD",38.0
"Charles, MD",39.72
"Dorchester, MD",42.5
"Frederick, MD",36.16
"Garrett, MD",39.05
"Harford, MD",34.7
"Howard, MD",34.97
"Kent, MD",38.31
"Montgomery, MD",32.18
"Prince George's, MD",42.44
"Queen Anne's, MD",36.88
"St. Mary's, MD",37.95
"Somerset, MD",46.13
"Talbot, MD",35.67
"Washington, MD",40.82
"Wicomico, MD",37.86
"Worcester, MD",38.33
"Baltimore, MD",47.84
"Barnstable, MA",34.26
"Berkshire, MA",35.63
"Bristol, MA",39.63
"Dukes, MA",32.46
"Essex, MA",35.36
"Franklin, MA",33.5
"Hampden, MA",37.35
"Hampshire, MA",33.44
"Middlesex, MA",33.66
"Nantucket, MA",31.88
"Norfolk, MA",31.42
"Plymouth, MA",35.42
"Suffolk, MA",39.31
"Worcester, MA",35.62
"Alcona, MI",38.19
"Alger, MI",38.09
"Allegan, MI",36.93
"Alpena, MI",38.31
"Antrim, MI",36.47
"Arenac, MI",40.47
"Baraga, MI",37.95
"Barry, MI",37.07
"Bay, MI",37.57
"Benzie, MI",35.79
"Berrien, MI",40.0
"Branch, MI",39.34
"Calhoun, MI",39.19
"Cass, MI",39.49
"Charlevoix, MI",36.33
"Cheboygan, MI",37.81
"Chippewa, MI",38.51
"Clare, MI",40.73
"Clinton, MI",35.76
"Crawford, MI",38.73
"Delta, MI",36.35
"Dickinson, MI",35.42
"Eaton, MI",36.09
"Emmet, MI",35.78
"Genesee, MI",40.37
"Gladwin, MI",38.96
"Gogebic, MI",37.64
"Grand Traverse, MI",34.38
"Gratiot, MI",37.71
"Hillsdale, MI",38.83
"Houghton, MI",36.12
"Huron, MI",37.2
"Ingham, MI",35.41
"Ionia, MI",38.82
"Iosco, MI",38.62
"Iron, MI",37.54
"Isabella, MI",38.25
"Jackson, MI",37.49
"Kalamazoo, MI",37.28
"Kalkaska, MI",39.02
"Kent, MI",34.98
"Keweenaw, MI",37.06
"Lake, MI",41.27
"Lapeer, MI",38.17
"Leelanau, MI",33.48
"Lenawee, MI",36.81
"Livingston, MI",34.46
"Luce, MI",39.78
"Mackinac, MI",37.11
"Macomb, MI",37.6
"Manistee, MI",36.85
"Marquette, MI",34.63
"Mason, MI",38.06
"Mecosta, MI",37.87
"Menominee, MI",38.14
"Midland, MI",33.73
"Missaukee, MI",38.68
"Monroe, MI",36.67
"Montcalm, MI",38.15
"Montmorency, MI",40.17
"Muskegon, MI",41.42
"Newaygo, MI",37.88
"Oakland, MI",33.55
"Oceana, MI",37.75
"Ogemaw, MI",39.75
"Ontonagon, MI",36.3
"Osceola, MI",38.15
"Oscoda, MI",39.58
"Otsego, MI",36.35
"Ottawa, MI",34.18
"Presque Isle, MI",37.97
"Roscommon, MI",40.23
"Saginaw, MI",39.44
"St. Clair, MI",38.15
"St. Joseph, MI",37.89
"Sanilac, MI",38.46
"Schoolcraft, MI",37.42
"Shiawassee, MI",37.38
"Tuscola, MI",38.15
"Van Buren, MI",36.01
"Washtenaw, MI",34.17
"Wayne, MI",44.75
"Wexford, MI",36.81
"Aitkin, MN",36.82
"Anoka, MN",34.56
"Becker, MN",35.88
"Beltrami, MN",35.62
"Benton, MN",36.43
"Big Stone, MN",35.39
"Blue Earth, MN",35.02
"Brown, MN",35.57
"Carlton, MN",36.19
"Carver, MN",30.03
"Cass, MN",35.41
"Chippewa, MN",36.5
"Chisago, MN",36.02
"Clay, MN",35.5
"Clearwater, MN",36.48
"Cook, MN",32.05
"Cottonwood, MN",35.18
"Crow Wing, MN",35.93
"Dakota, MN",31.48
"Dodge, MN",35.06
"Douglas, MN",34.79
"Faribault, MN",36.23
"Fillmore, MN",36.27
"Freeborn, MN",36.58
"Goodhue, MN",34.91
"Grant, MN",35.9
"Hennepin, MN",31.86
"Houston, MN",34.04
"Hubbard, MN",34.77
"Isanti, MN",35.31
"Itasca, MN",35.94
"Jackson, MN",35.53
"Kanabec, MN",36.07
"Kandiyohi, MN",34.81
"Kittson, MN",36.21
"Koochiching, MN",36.41
"Lac qui Parle, MN",35.8
"Lake, MN",34.79
"Lake of the Woods, MN",36.28
"Le Sueur, MN",35.19
"Lincoln, MN",34.24
"Lyon, MN",34.79
"McLeod, MN",34.44
"Mahnomen, MN",38.2
"Marshall, MN",36.91
"Martin, MN",34.92
"Meeker, MN",34.82
"Mille Lacs, MN",36.73
"Morrison, MN",36.5
"Mower, MN",35.42
"Murray, MN",36.79
"Nicollet, MN",32.84
"Nobles, MN",35.25
"Norman, MN",36.98
"Olmsted, MN",32.77
"Otter Tail, MN",36.12
"Pennington, MN",36.98
"Pine, MN",37.91
"Pipestone, MN",36.2
"Polk, MN",35.24
"Pope, MN",35.39
"Ramsey, MN",33.84
"Red Lake, MN",37.6
"Redwood, MN",35.8
"Renville, MN",35.54
"Rice, MN",34.95
"Rock, MN",34.76
"Roseau, MN",34.93
"St. Louis, MN",35.11
"Scott, MN",31.97
"Sherburne, MN",34.57
"Sibley, MN",36.42
"Stearns, MN",34.92
"Steele, MN",33.86
"Stevens, MN",35.46
"Swift, MN",35.98
"Todd, MN",36.62
"Traverse, MN",38.08
"Wabasha, MN",34.06
"Wadena, MN",36.73
"Waseca, MN",34.63
"Washington, MN",31.57
"Watonwan, MN",35.31
"Wilkin, MN",35.14
"Winona, MN",35.66
"Wright, MN",35.76
"Yellow Medicine, MN",35.37
"Adams, MS",45.53
"Alcorn, MS",40.73
"Amite, MS",45.89
"Attala, MS",44.94
"Benton, MS",44.95
"Bolivar, MS",47.91
"Calhoun, MS",43.06
"Carroll, MS",43.63
"Chickasaw, MS",46.29
"Choctaw, MS",44.3
"Claiborne, MS",51.71
"Clarke, MS",43.93
"Clay, MS",45.98
"Coahoma, MS",50.92
"Copiah, MS",46.63
"Covington, MS",46.34
"DeSoto, MS",39.1
"Forrest, MS",40.41
"Franklin, MS",44.59
"George, MS",41.71
"Greene, MS",44.06
"Grenada, MS",44.97
"Hancock, MS",39.76
"Harrison, MS",41.04
"Hinds, MS",44.44
"Holmes, MS",54.43
"Humphreys, MS",52.69
"Issaquena, MS",52.7
"Itawamba, MS",40.95
"Jackson, MS",40.41
"Jasper, MS",46.34
"Jefferson, MS",52.73
"Jefferson Davis, MS",47.81
"Jones, MS",43.22
"Kemper, MS",49.05
"Lafayette, MS",40.61
"Lamar, MS",38.52
"Lauderdale, MS",44.69
"Lawrence, MS",43.73
"Leake, MS",44.97
"Lee, MS",41.61
"Leflore, MS",51.09
"Lincoln, MS",44.76
"Lowndes, MS",43.18
"Madison, MS",36.42
"Marion, MS",44.41
"Marshall, MS",46.91
"Monroe, MS",44.16
"Montgomery, MS",46.03
"Neshoba, MS",42.48
"Newton, MS",43.72
"Noxubee, MS",51.04
"Oktibbeha, MS",42.96
"Panola, MS",46.24
"Pearl River, MS",41.85
"Perry, MS",44.5
"Pike, MS",45.94
"Pontotoc, MS",40.38
"Prentiss, MS",44.85
"Quitman, MS",51.22
"Rankin, MS",37.67
"Scott, MS",46.02
"Sharkey, MS",49.89
"Simpson, MS",44.96
"Smith, MS",43.95
"Stone, MS",42.4
"Sunflower, MS",49.68
"Tallahatchie, MS",49.87
"Tate, MS",42.62
"Tippah, MS",41.83
"Tishomingo, MS",40.38
"Tunica, MS",50.42
"Union, MS",40.7
"Walthall, MS",45.28
"Warren, MS",43.64
"Washington, MS",47.9
"Wayne, MS",46.1
"Webster, MS",41.75
"Wilkinson, MS",50.39
"Winston, MS",44.12
"Yalobusha, MS",45.34
"Yazoo, MS",47.17
"Adair, MO",36.67
"Andrew, MO",35.14
"Atchison, MO",36.47
"Audrain, MO",39.14
"Barry, MO",37.45
"Barton, MO",39.25
"Bates, MO",37.52
"Benton, MO",38.89
"Bollinger, MO",39.07
"Boone, MO",35.25
"Buchanan, MO",37.64
"Butler, MO",40.63
"Caldwell, MO",37.26
"Callaway, MO",38.28
"Camden, MO",37.01
"Cape Girardeau, MO",35.51
"Carroll, MO",36.97
"Carter, MO",40.22
"Cass, MO",36.31
"Cedar, MO",38.84
"Chariton, MO",38.98
"Christian, MO",35.04
"Clark, MO",37.67
"Clay, MO",34.14
"Clinton, MO",36.29
"Cole, MO",35.54
"Cooper, MO",38.27
"Crawford, MO",39.94
"Dade, MO",39.3
"Dallas, MO",38.8
"Daviess, MO",37.85
"DeKalb, MO",40.0
"Dent, MO",39.41
"Douglas, MO",39.24
"Dunklin, MO",41.32
"Franklin, MO",38.59
"Gasconade, MO",38.16
"Gentry, MO",38.33
"Greene, MO",35.99
"Grundy, MO",37.88
"Harrison, MO",38.57
"Henry, MO",37.66
"Hickory, MO",39.92
"Holt, MO",37.99
"Howard, MO",37.05
"Howell, MO",38.02
"Iron, MO",40.4
"Jackson, MO",38.47
"Jasper, MO",38.46
"Jefferson, MO",39.43
"Johnson, MO",35.52
"Knox, MO",38.87
"Laclede, MO",38.83
"Lafayette, MO",37.19
"Lawrence, MO",37.43
"Lewis, MO",38.81
"Lincoln, MO",38.52
"Linn, MO",37.9
"Livingston, MO",38.27
"McDonald, MO",39.68
"Macon, MO",37.56
"Madison, MO",40.29
"Maries, MO",38.48
"Marion, MO",37.78
"Mercer, MO",37.45
"Miller, MO",37.99
"Mississippi, MO",42.1
"Moniteau, MO",37.89
"Monroe, MO",38.82
"Montgomery, MO",39.24
"Morgan, MO",38.84
"New Madrid, MO",42.2
"Newton, MO",37.9
"Nodaway, MO",37.42
"Oregon, MO",40.54
"Osage, MO",37.9
"Ozark, MO",39.7
"Pemiscot, MO",43.77
"Perry, MO",37.22
"Pettis, MO",38.67
"Phelps, MO",37.37
"Pike, MO",39.72
"Platte, MO",33.94
"Polk, MO",38.41
"Pulaski, MO",36.99
"Putnam, MO",38.74
"Ralls, MO",37.19
"Randolph, MO",40.17
"Ray, MO",37.8
"Reynolds, MO",40.19
"Ripley, MO",41.59
"St. Charles, MO",34.82
"St. Clair, MO",38.75
"Ste. Genevieve, MO",40.29
"St. Francois, MO",40.6
"St. Louis, MO",35.22
"Saline, MO",37.34
"Schuyler, MO",38.58
"Scotland, MO",38.66
"Scott, MO",40.19
"Shannon, MO",41.25
"Shelby, MO",37.16
"Stoddard, MO",40.07
"Stone, MO",37.67
"Sullivan, MO",38.87
"Taney, MO",36.95
"Texas, MO",39.73
"Vernon, MO",38.54
"Warren, MO",38.31
"Washington, MO",41.54
"Wayne, MO",41.01
"Webster, MO",38.4
"Worth, MO",35.87
"Wright, MO",39.28
"St. Louis, MO",46.17
"Beaverhead, MT",34.0
"Big Horn, MT",35.94
"Blaine, MT",35.96
"Broadwater, MT",34.45
"Carbon, MT",33.17
"Carter, MT",38.16
"Cascade, MT",35.03
"Chouteau, MT",34.93
"Custer, MT",37.8
"Daniels, MT",37.4
"Dawson, MT",36.48
"Deer Lodge, MT",35.39
"Fallon, MT",33.66
"Fergus, MT",33.78
"Flathead, MT",34.19
"Gallatin, MT",30.47
"Garfield, MT",35.64
"Glacier, MT",36.34
"Golden Valley, MT",37.18
"Granite, MT",33.89
"Hill, MT",36.47
"Jefferson, MT",33.16
"Judith Basin, MT",34.43
"Lake, MT",31.26
"Lewis and Clark, MT",32.48
"Liberty, MT",37.36
"Lincoln, MT",34.88
"McCone, MT",37.95
"Madison, MT",31.55
"Meagher, MT",33.29
"Mineral, MT",35.31
"Missoula, MT",31.57
"Musselshell, MT",36.74
"Park, MT",33.2
"Petroleum, MT",35.97
"Phillips, MT",35.42
"Pondera, MT",34.14
"Powder River, MT",37.43
"Powell, MT",35.07
"Prairie, MT",35.42
"Ravalli, MT",35.35
"Richland, MT",36.32
"Roosevelt, MT",36.22
"Rosebud, MT",34.39
"Sanders, MT",34.53
"Sheridan, MT",35.04
"Silver Bow, MT",34.31
"Stillwater, MT",35.24
"Sweet Grass, MT",32.63
"Teton, MT",33.64
"Toole, MT",34.12
"Treasure, MT",35.2
"Valley, MT",37.28
"Wheatland, MT",37.54
"Wibaux, MT",36.48
"Yellowstone, MT",33.68
"Adams, NE",35.58
"Antelope, NE",36.48
"Arthur, NE",37.67
"Banner, NE",36.63
"Blaine, NE",38.86
"Boone, NE",35.33
"Box Butte, NE",35.61
"Boyd, NE",34.06
"Brown, NE",35.45
"Buffalo, NE",33.29
"Burt, NE",36.06
"Butler, NE",34.8
"Cass, NE",37.12
"Cedar, NE",37.12
"Chase, NE",34.66
"Cherry, NE",35.34
"Cheyenne, NE",34.63
"Clay, NE",35.96
"Colfax, NE",33.8
"Cuming, NE",36.35
"Custer, NE",35.49
"Dakota, NE",37.08
"Dawes, NE",34.72
"Dawson, NE",35.18
"Deuel, NE",36.41
"Dixon, NE",37.86
"Dodge, NE",36.36
"Douglas, NE",34.2
"Dundy, NE",35.38
"Fillmore, NE",34.13
"Franklin, NE",35.82
"Frontier, NE",37.34
"Furnas, NE",35.77
"Gage, NE",35.73
"Garden, NE",37.7
"Garfield, NE",36.59
"Gosper, NE",36.41
"Grant, NE",34.15
"Greeley, NE",37.94
"Hall, NE",35.28
"Hamilton, NE",35.36
"Harlan, NE",36.14
"Hayes, NE",38.46
"Hitchcock, NE",38.21
"Holt, NE",35.97
"Hooker, NE",30.47
"Howard, NE",37.36
"Jefferson, NE",35.33
"Johnson, NE",35.32
"Kearney, NE",34.41
"Keith, NE",35.08
"Keya Paha, NE",38.16
"Kimball, NE",36.7
"Knox, NE",38.08
"Lancaster, NE",34.31
"Lincoln, NE",35.85
"Logan, NE",39.0
"Loup, NE",38.81
"McPherson, NE",34.61
"Madison, NE",34.87
"Merrick, NE",36.29
"Morrill, NE",37.36
"Nance, NE",37.34
"Nemaha, NE",34.83
"Nuckolls, NE",36.41
"Otoe, NE",35.94
"Pawnee, NE",35.59
"Perkins, NE",35.24
"Phelps, NE",31.78
"Pierce, NE",36.02
"Platte, NE",35.0
"Polk, NE",35.47
"Red Willow, NE",35.48
"Richardson, NE",36.28
"Rock, NE",38.85
"Saline, NE",35.23
"Sarpy, NE",33.83
"Saunders, NE",36.25
"Scotts Bluff, NE",34.97
"Seward, NE",34.87
"Sheridan, NE",34.8
"Sherman, NE",37.54
"Sioux, NE",35.48
"Stanton, NE",36.4
"Thayer, NE",35.02
"Thomas, NE",36.81
"Thurston, NE",37.38
"Valley, NE",36.59
"Washington, NE",34.92
"Wayne, NE",34.41
"Webster, NE",35.22
"Wheeler, NE",38.77
"York, NE",34.39
"Churchill, NV",34.81
"Clark, NV",34.86
"Douglas, NV",34.91
"Elko, NV",36.73
"Esmeralda, NV",36.78
"Eureka, NV",36.84
"Humboldt, NV",35.72
"Lander, NV",36.31
"Lincoln, NV",36.38
"Lyon, NV",35.87
"Mineral, NV",38.11
"Nye, NV",37.69
"Pershing, NV",37.37
"Storey, NV",35.75
"Washoe, NV",34.61
"White Pine, NV",38.9
"Carson, NV",35.25
"Belknap, NH",35.51
"Carroll, NH",36.21
"Cheshire, NH",32.54
"Coos, NH",37.29
"Grafton, NH",32.82
"Hillsborough, NH",34.17
"Merrimack, NH",35.73
"Rockingham, NH",34.03
"Strafford, NH",36.34
"Sullivan, NH",36.17
"Atlantic, NJ",38.49
"Bergen, NJ",31.18
"Burlington, NJ",35.82
"Camden, NJ",36.15
"Cape May, NJ",35.33
"Cumberland, NJ",42.41
"Essex, NJ",41.53
"Gloucester, NJ",36.55
"Hudson, NJ",32.78
"Hunterdon, NJ",33.24
"Mercer, NJ",37.86
"Middlesex, NJ",34.88
"Monmouth, NJ",35.17
"Morris, NJ",32.12
"Ocean, NJ",37.95
"Passaic, NJ",36.58
"Salem, NJ",40.13
"Somerset, NJ",32.86
"Sussex, NJ",34.13
"Union, NJ",35.91
"Warren, NJ",35.53
"Bernalillo, NM",32.26
"Catron, NM",36.78
"Chaves, NM",35.72
"Cibola, NM",34.42
"Colfax, NM",33.06
"Curry, NM",38.16
"De Baca, NM",35.49
"Dona Ana, NM",34.24
"Eddy, NM",35.71
"Grant, NM",33.92
"Guadalupe, NM",35.26
"Harding, NM",34.82
"Hidalgo, NM",36.1
"Lea, NM",36.02
"Lincoln, NM",33.64
"Los Alamos, NM",31.5
"Luna, NM",38.08
"McKinley, NM",36.53
"Mora, NM",33.73
"Otero, NM",38.36
"Quay, NM",35.01
"Rio Arriba, NM",33.08
"Roosevelt, NM",35.43
"Sandoval, NM",33.07
"San Juan, NM",35.51
"San Miguel, NM",32.53
"Santa Fe, NM",30.42
"Sierra, NM",37.14
"Socorro, NM",35.28
"Taos, NM",31.58
"Torrance, NM",35.56
"Union, NM",34.04
"Valencia, NM",35.16
"Albany, NY",36.84
"Allegany, NY",38.59
"Bronx, NY",39.59
"Broome, NY",36.83
"Cattaraugus, NY",38.95
"Cayuga, NY",38.03
"Chautauqua, NY",37.98
"Chemung, NY",37.33
"Chenango, NY",38.13
"Clinton, NY",38.36
"Columbia, NY",36.03
"Cortland, NY",37.52
"Delaware, NY",37.93
"Dutchess, NY",35.97
"Erie, NY",37.77
"Essex, NY",36.35
"Franklin, NY",39.24
"Fulton, NY",39.49
"Genesee, NY",37.26
"Greene, NY",38.43
"Hamilton, NY",36.72
"Herkimer, NY",36.84
"Jefferson, NY",38.48
"Kings, NY",39.28
"Lewis, NY",37.97
"Livingston, NY",37.17
"Madison, NY",36.82
"Monroe, NY",37.55
"Montgomery, NY",36.69
"Nassau, NY",34.09
"New York, NY",34.54
"Niagara, NY",38.22
"Oneida, NY",37.21
"Onondaga, NY",35.22
"Ontario, NY",35.27
"Orange, NY",37.17
"Orleans, NY",38.42
"Oswego, NY",37.93
"Otsego, NY",37.26
"Putnam, NY",34.06
"Queens, NY",35.43
"Rensselaer, NY",36.47
"Richmond, NY",33.5
"Rockland, NY",35.79
"St. Lawrence, NY",38.76
"Saratoga, NY",34.0
"Schenectady, NY",36.49
"Schoharie, NY",37.92
"Schuyler, NY",36.38
"Seneca, NY",36.24
"Steuben, NY",37.82
"Suffolk, NY",37.35
"Sullivan, NY",38.38
"Tioga, NY",36.23
"Tompkins, NY",34.74
"Ulster, NY",35.86
"Warren, NY",36.13
"Washington, NY",37.56
"Wayne, NY",37.7
"Westchester, NY",34.48
"Wyoming, NY",38.01
"Yates, NY",37.21
"Alamance, NC",38.39
"Alexander, NC",41.12
"Alleghany, NC",38.83
"Anson, NC",46.61
"Ashe, NC",39.45
"Avery, NC",38.96
"Beaufort, NC",41.13
"Bertie, NC",48.21
"Bladen, NC",45.59
"Brunswick, NC",40.4
"Buncombe, NC",35.53
"Burke, NC",39.05
"Cabarrus, NC",38.21
"Caldwell, NC",40.48
"Camden, NC",39.5
"Carteret, NC",39.35
"Caswell, NC",44.68
"Catawba, NC",36.97
"Chatham, NC",36.56
"Cherokee, NC",39.53
"Chowan, NC",42.61
"Clay, NC",37.84
"Cleveland, NC",40.69
"Columbus, NC",45.87
"Craven, NC",40.45
"Cumberland, NC",41.69
"Currituck, NC",39.03
"Dare, NC",35.15
"Davidson, NC",39.0
"Davie, NC",36.6
"Duplin, NC",43.49
"Durham, NC",36.75
"Edgecombe, NC",48.86
"Forsyth, NC",37.18
"Franklin, NC",42.3
"Gaston, NC",40.45
"Gates, NC",44.28
"Graham, NC",39.12
"Granville, NC",43.21
"Greene, NC",46.42
"Guilford, NC",36.59
"Halifax, NC",46.83
"Harnett, NC",41.92
"Haywood, NC",38.22
"Henderson, NC",34.67
"Hertford, NC",48.12
"Hoke, NC",44.96
"Hyde, NC",46.18
"Iredell, NC",39.89
"Jackson, NC",37.2
"Johnston, NC",38.73
"Jones, NC",43.71
"Lee, NC",38.57
"Lenoir, NC",44.48
"Lincoln, NC",39.96
"McDowell, NC",39.33
"Macon, NC",37.7
"Madison, NC",40.6
"Martin, NC",45.05
"Mecklenburg, NC",35.74
"Mitchell, NC",39.01
"Montgomery, NC",41.45
"Moore, NC",37.31
"Nash, NC",41.15
"New Hanover, NC",37.29
"Northampton, NC",47.06
"Onslow, NC",40.64
"Orange, NC",34.21
"Pamlico, NC",41.88
"Pasquotank, NC",42.1
"Pender, NC",41.54
"Perquimans, NC",43.23
"Person, NC",41.65
"Pitt, NC",41.11
"Polk, NC",36.09
"Randolph, NC",40.18
"Richmond, NC",43.78
"Robeson, NC",41.5
"Rockingham, NC",40.6
"Rowan, NC",39.89
"Rutherford, NC",40.17
"Sampson, NC",41.99
"Scotland, NC",43.62
"Stanly, NC",40.3
"Stokes, NC",38.98
"Surry, NC",37.77
"Swain, NC",37.72
"Transylvania, NC",38.74
"Tyrrell, NC",44.92
"Union, NC",39.2
"Vance, NC",47.01
"Wake, NC",33.32
"Warren, NC",47.85
"Washington, NC",45.34
"Watauga, NC",37.53
"Wayne, NC",43.36
"Wilkes, NC",40.11
"Wilson, NC",42.9
"Yadkin, NC",39.4
"Yancey, NC",37.8
"Adams, ND",29.52
"Barnes, ND",34.38
"Benson, ND",39.08
"Billings, ND",36.54
"Bottineau, ND",38.0
"Bowman, ND",34.82
"Burke, ND",39.06
"Burleigh, ND",32.49
"Cass, ND",32.26
"Cavalier, ND",36.45
"Dickey, ND",35.92
"Divide, ND",36.33
"Dunn, ND",35.72
"Eddy, ND",36.39
"Emmons, ND",38.18
"Foster, ND",31.81
"Golden Valley, ND",34.2
"Grand Forks, ND",33.85
"Grant, ND",36.4
"Griggs, ND",34.14
"Hettinger, ND",38.17
"Kidder, ND",38.08
"LaMoure, ND",36.82
"Logan, ND",38.23
"McHenry, ND",37.69
"McIntosh, ND",37.54
"McKenzie, ND",35.8
"McLean, ND",36.28
"Mercer, ND",35.91
"Morton, ND",35.58
"Mountrail, ND",35.6
"Nelson, ND",34.39
"Oliver, ND",37.3
"Pembina, ND",35.31
"Pierce, ND",34.65
"Ramsey, ND",35.87
"Ransom, ND",33.88
"Renville, ND",36.08
"Richland, ND",36.46
"Rolette, ND",37.06
"Sargent, ND",36.54
"Sheridan, ND",39.13
"Sioux, ND",39.35
"Slope, ND",36.49
"Stark, ND",33.41
"Steele, ND",34.75
"Stutsman, ND",35.0
"Towner, ND",35.62
"Traill, ND",35.29
"Walsh, ND",35.41
"Ward, ND",34.24
"Wells, ND",37.43
"Williams, ND",35.67
"Adams, OH",40.86
"Allen, OH",39.97
"Ashland, OH",36.88
"Ashtabula, OH",38.34
"Athens, OH",41.03
"Auglaize, OH",37.36
"Belmont, OH",39.36
"Brown, OH",39.57
"Butler, OH",36.44
"Carroll, OH",37.82
"Champaign, OH",38.05
"Clark, OH",38.95
"Clermont, OH",36.18
"Clinton, OH",36.89
"Columbiana, OH",37.94
"Coshocton, OH",38.09
"Crawford, OH",37.84
"Cuyahoga, OH",40.55
"Darke, OH",37.8
"Defiance, OH",36.49
"Delaware, OH",32.27
"Erie, OH",37.88
"Fairfield, OH",36.38
"Fayette, OH",39.03
"Franklin, OH",36.76
"Fulton, OH",35.76
"Gallia, OH",40.36
"Geauga, OH",33.92
"Greene, OH",34.96
"Guernsey, OH",39.99
"Hamilton, OH",38.11
"Hancock, OH",35.72
"Hardin, OH",38.33
"Harrison, OH",39.38
"Henry, OH",37.1
"Highland, OH",38.75
"Hocking, OH",38.67
"Holmes, OH",39.01
"Huron, OH",37.45
"Jackson, OH",39.68
"Jefferson, OH",38.44
"Knox, OH",36.81
"Lake, OH",35.48
"Lawrence, OH",41.45
"Licking, OH",36.5
"Logan, OH",38.64
"Lorain, OH",37.53
"Lucas, OH",37.57
"Madison, OH",38.54
"Mahoning, OH",39.06
"Marion, OH",39.97
"Medina, OH",34.29
"Meigs, OH",40.11
"Mercer, OH",36.79
"Miami, OH",36.86
"Monroe, OH",38.96
"Montgomery, OH",38.51
"Morgan, OH",40.51
"Morrow, OH",38.53
"Muskingum, OH",38.97
"Noble, OH",40.62
"Ottawa, OH",37.28
"Paulding, OH",39.34
"Perry, OH",40.31
"Pickaway, OH",39.94
"Pike, OH",39.84
"Portage, OH",36.93
"Preble, OH",36.94
"Putnam, OH",35.7
"Richland, OH",39.26
"Ross, OH",39.99
"Sandusky, OH",37.84
"Scioto, OH",40.84
"Seneca, OH",37.19
"Shelby, OH",39.6
"Stark, OH",37.73
"Summit, OH",36.22
"Trumbull, OH",38.55
"Tuscarawas, OH",37.67
"Union, OH",36.8
"Van Wert, OH",36.44
"Vinton, OH",39.91
"Warren, OH",33.46
"Washington, OH",37.86
"Wayne, OH",37.09
