county_state,cig_total_2012,cig_daily_2012,alc_any_2012,alc_heavy_2012,alc_binge_2012,hd_deaths_per100k_over65
"Marion, OH",28.17,22.59,46.5,8.3,18.6,1265.8
"Medina, OH",21.42,15.3,64.1,10.3,22.2,1044.2
"Meigs, OH",28.5,22.54,40.4,8.3,17.6,1168.2
"Mercer, OH",22.58,17.6,63.0,13.0,27.1,1741.8
"Miami, OH",24.46,18.5,53.7,7.6,18.6,1131.6
"Monroe, OH",25.84,19.78,42.9,7.9,17.9,1068.5
"Montgomery, OH",24.43,17.74,54.1,8.7,18.7,1046.2
"Morgan, OH",28.48,22.37,44.3,8.3,18.0,1025.6
"Morrow, OH",24.51,19.36,47.6,7.1,16.6,1151.8
"Muskingum, OH",27.38,21.81,46.9,8.9,19.2,1137.6
"Noble, OH",30.68,24.41,45.7,9.1,19.2,849.4
"Ottawa, OH",24.02,18.75,59.6,10.5,22.8,1231.2
"Paulding, OH",24.36,18.58,54.2,9.7,22.2,1062.1
"Perry, OH",27.97,22.45,46.7,8.2,19.3,1539.4
"Pickaway, OH",25.88,20.39,46.9,7.9,17.4,1315.7
"Pike, OH",30.08,23.92,39.5,7.4,17.3,1265.0
"Portage, OH",25.02,18.43,59.3,9.6,19.9,1396.7
"Preble, OH",27.3,21.36,48.0,8.2,17.7,1136.2
"Putnam, OH",20.06,15.07,63.9,12.0,26.4,1198.7
"Richland, OH",25.85,20.67,49.3,7.0,17.1,1214.6
"Ross, OH",28.48,22.24,45.2,8.0,18.2,1142.7
"Sandusky, OH",25.42,19.67,58.8,9.5,21.8,1205.6
"Scioto, OH",27.99,22.2,40.2,7.3,16.8,1613.3
"Seneca, OH",25.33,19.52,58.8,10.7,23.3,1447.7
"Shelby, OH",24.67,19.16,55.1,9.5,22.4,1244.3
"Stark, OH",25.74,19.13,54.3,8.5,19.4,1109.6
"Summit, OH",24.0,17.08,60.7,9.0,21.1,1151.4
"Trumbull, OH",28.56,22.3,54.6,9.4,21.8,1308.0
"Tuscarawas, OH",26.23,20.11,51.1,7.2,18.0,1240.7
"Union, OH",21.21,15.77,53.9,8.1,18.0,1194.0
"Van Wert, OH",24.1,18.68,52.3,7.7,18.6,1103.8
"Vinton, OH",29.32,23.31,39.6,7.4,17.4,1089.4
"Warren, OH",18.98,13.47,60.4,7.7,17.8,1037.5
"Washington, OH",25.44,19.85,48.9,8.2,18.5,948.7
"Wayne, OH",25.2,18.77,52.0,6.5,16.6,1189.7
"Williams, OH",25.73,20.47,50.2,7.9,19.0,1187.9
"Wood, OH",20.32,15.25,60.1,9.6,21.3,1409.1
"Wyandot, OH",25.28,20.09,53.8,9.1,21.3,1247.2
"Adair, OK",33.53,24.26,34.2,5.7,13.0,1770.9
"Alfalfa, OK",24.44,18.12,53.3,4.1,17.0,1198.2
"Atoka, OK",27.58,20.84,31.7,5.2,12.1,1426.6
"Beaver, OK",22.21,16.03,45.7,4.2,14.7,1572.8
"Beckham, OK",27.46,21.48,42.8,6.6,15.3,1380.3
"Blaine, OK",26.02,19.32,44.8,5.2,14.7,1356.2
"Bryan, OK",26.11,19.31,37.8,5.5,13.0,1157.1
"Caddo, OK",30.43,22.18,35.8,4.7,13.9,1505.1
"Canadian, OK",22.23,16.41,49.9,7.3,16.5,1148.4
"Carter, OK",27.65,21.07,44.3,5.8,15.2,1385.0
"Cherokee, OK",27.76,19.67,43.0,7.2,15.5,1487.9
"Choctaw, OK",28.86,21.66,30.1,4.3,11.0,1489.3
"Cimarron, OK",22.55,16.38,45.3,3.7,14.7,1112.5
"Cleveland, OK",21.47,15.43,51.6,7.4,16.5,1130.3
"Coal, OK",29.45,22.65,36.2,5.2,13.4,1829.8
"Comanche, OK",26.46,19.49,48.3,7.4,17.2,1222.5
"Cotton, OK",27.47,21.03,36.4,4.1,11.5,1139.1
"Craig, OK",30.22,23.1,38.5,5.8,13.4,1767.4
"Creek, OK",29.94,22.16,42.2,6.5,14.6,1485.7
"Custer, OK",22.8,16.71,46.2,5.8,15.2,1449.2
"Delaware, OK",29.4,22.0,41.0,7.3,15.6,1318.1
"Dewey, OK",23.06,17.17,42.2,3.4,12.3,1422.3
"Ellis, OK",20.46,15.14,46.6,4.2,13.7,1293.8
"Garfield, OK",24.13,18.46,47.4,6.9,17.0,1265.0
"Garvin, OK",27.57,21.11,36.9,5.1,12.9,1403.0
"Grady, OK",27.56,21.11,43.0,6.0,14.1,1307.8
"Grant, OK",23.37,17.65,54.8,3.2,16.3,1265.2
"Greer, OK",27.33,21.09,37.2,5.4,12.9,1326.9
"Harmon, OK",23.89,17.25,27.2,4.6,11.7,1290.7
"Harper, OK",22.37,16.75,43.4,4.2,15.2,1285.7
"Haskell, OK",29.93,23.05,33.8,5.4,12.3,1823.9
"Hughes, OK",30.71,23.78,38.2,5.8,14.2,1734.7
"Jackson, OK",22.94,16.92,46.7,5.4,14.3,1310.2
"Jefferson, OK",28.08,21.45,32.6,3.7,11.5,1525.9
"Johnston, OK",27.9,20.48,34.3,5.1,12.5,1335.8
"Kay, OK",27.54,21.15,49.5,6.0,17.6,1337.3
"Kingfisher, OK",23.5,17.17,47.9,5.0,16.3,1223.3
"Kiowa, OK",27.04,20.48,39.5,4.5,13.2,1623.3
"Latimer, OK",28.37,21.64,34.0,5.0,12.2,1478.2
"Le Flore, OK",29.92,22.82,34.5,5.7,13.2,1569.5
"Lincoln, OK",29.5,21.62,40.3,6.3,14.4,1352.8
"Logan, OK",23.36,16.82,47.5,7.6,16.1,1199.2
"Love, OK",25.02,18.66,36.8,5.6,14.3,1123.6
"McClain, OK",23.99,17.95,44.0,6.2,15.0,1263.5
"McCurtain, OK",28.87,21.41,37.8,5.7,14.1,1517.1
"McIntosh, OK",29.86,22.67,42.8,7.3,18.0,1611.0
"Major, OK",23.46,17.75,40.4,4.2,12.8,1329.2
"Marshall, OK",26.82,19.78,40.9,5.2,14.3,1144.4
"Mayes, OK",29.79,22.75,38.8,6.0,14.0,1592.6
"Murray, OK",28.57,21.87,42.9,6.1,14.6,1425.0
"Muskogee, OK",29.76,22.29,39.6,5.5,13.0,1914.4
"Noble, OK",25.09,18.8,49.0,4.7,14.6,1334.0
"Nowata, OK",30.16,23.0,42.6,5.9,13.9,1534.4
"Okfuskee, OK",31.99,23.75,36.1,5.8,13.7,1552.4
"Oklahoma, OK",23.85,16.78,50.4,6.3,16.1,1252.5
"Okmulgee, OK",30.53,22.89,38.6,5.3,13.4,1528.4
"Osage, OK",28.03,20.05,44.7,7.3,15.1,1253.4
"Ottawa, OK",30.94,23.78,38.7,6.3,14.4,1898.1
"Pawnee, OK",28.56,20.79,39.9,6.1,14.6,1522.4
"Payne, OK",21.05,14.59,49.2,6.8,15.7,1243.5
"Pittsburg, OK",28.38,22.24,37.9,5.8,13.2,1554.0
"Pontotoc, OK",24.61,17.79,41.1,6.1,14.4,1487.1
"Pottawatomie, OK",29.31,21.92,39.6,5.7,13.5,1501.9
"Pushmataha, OK",30.15,23.3,32.7,5.5,12.9,1536.4
"Roger Mills, OK",23.38,17.46,39.4,4.9,14.6,1349.3
"Rogers, OK",23.85,17.55,47.0,6.6,14.7,1581.1
"Seminole, OK",30.14,22.95,37.3,6.0,15.1,1676.6
"Sequoyah, OK",32.02,24.13,40.6,6.8,14.9,1489.2
"Stephens, OK",27.79,21.42,41.6,5.9,13.7,1454.1
"Texas, OK",21.04,14.25,45.5,5.0,15.8,1755.7
"Tillman, OK",25.28,18.63,34.8,3.5,11.2,1322.5
"Tulsa, OK",23.91,16.64,51.3,6.7,16.4,1496.5
"Wagoner, OK",24.98,18.97,49.6,7.2,15.3,1365.5
"Washington, OK",25.95,18.79,44.4,6.0,14.8,1532.3
"Washita, OK",25.38,19.42,37.4,4.8,12.2,1484.5
"Woods, OK",22.04,16.58,54.5,5.9,18.0,1321.8
"Woodward, OK",25.02,19.79,47.8,5.0,15.4,1392.5
"Baker, OR",24.33,18.63,56.8,9.4,17.8,1114.4
"Benton, OR",15.05,9.46,67.8,10.9,18.2,775.9
"Clackamas, OR",17.61,12.27,64.9,9.4,17.6,807.3
"Clatsop, OR",23.64,16.87,65.7,11.3,20.3,910.8
"Columbia, OR",24.29,18.16,61.0,10.3,18.5,959.6
"Coos, OR",28.13,20.64,57.2,9.3,16.7,1193.3
"Crook, OR",24.38,18.07,57.2,9.5,16.6,968.8
"Curry, OR",25.88,19.01,61.9,10.8,17.3,1150.9
"Deschutes, OR",18.67,12.77,65.9,10.0,17.7,892.2
"Douglas, OR",26.53,20.11,55.6,8.7,15.5,861.0
"Gilliam, OR",23.5,17.32,69.7,15.8,23.6,777.2
"Grant, OR",23.16,17.06,58.4,11.4,18.4,925.9
"Harney, OR",25.1,18.69,56.1,10.3,18.0,992.3
"Hood River, OR",19.25,13.02,59.7,8.6,17.6,931.4
"Jackson, OR",22.04,16.58,59.3,8.9,16.0,822.5
"Jefferson, OR",24.15,16.31,52.3,7.8,15.7,949.6
"Josephine, OR",24.96,19.08,57.0,9.7,16.5,873.2
"Klamath, OR",23.82,17.49,57.9,9.1,16.9,936.3
"Lake, OR",23.53,16.85,60.8,11.8,19.1,951.5
"Lane, OR",21.19,14.72,62.3,10.0,17.3,889.3
"Lincoln, OR",23.72,17.09,62.7,10.1,17.8,892.3
"Linn, OR",23.11,16.5,57.8,8.8,16.6,1009.4
"Malheur, OR",23.85,17.16,42.4,7.2,15.1,1195.2
"Marion, OR",20.32,14.05,56.8,7.2,15.5,856.0
"Morrow, OR",24.48,17.85,53.1,8.6,17.6,858.1
"Multnomah, OR",19.25,12.98,65.1,10.6,19.8,872.0
"Polk, OR",18.87,13.25,60.2,8.6,16.3,788.4
"Sherman, OR",23.98,17.64,67.1,14.7,21.2,925.3
"Tillamook, OR",22.21,16.15,61.9,10.6,18.4,866.9
"Umatilla, OR",24.39,18.06,53.7,7.8,17.0,881.6
"Union, OR",22.84,17.41,55.8,9.0,17.2,961.8
"Wallowa, OR",22.73,16.46,61.5,11.8,19.7,965.3
"Wasco, OR",22.8,16.46,58.6,8.8,17.3,920.2
"Washington, OR",14.66,9.85,63.1,8.2,16.6,752.0
"Wheeler, OR",22.94,16.86,62.8,13.0,21.6,980.3
"Yamhill, OR",18.45,12.97,57.5,7.8,16.1,937.6
"Adams, PA",21.54,15.83,54.8,7.2,18.2,1242.6
"Allegheny, PA",23.64,17.0,65.1,9.8,23.3,1190.2
"Armstrong, PA",26.0,20.29,53.6,8.1,20.0,1171.1
"Beaver, PA",25.42,19.23,58.2,8.2,20.8,1215.0
"Bedford, PA",24.26,18.63,47.0,6.9,15.4,1173.7
"Berks, PA",22.3,16.35,56.7,6.7,19.4,1122.1
"Blair, PA",23.62,18.02,54.8,7.4,19.3,1359.3
"Bradford, PA",23.59,18.46,55.1,9.3,20.9,1209.6
"Bucks, PA",19.32,14.42,66.1,8.1,20.8,961.6
"Butler, PA",21.08,15.64,59.5,7.9,19.4,1180.8
"Cambria, PA",23.21,17.57,58.4,9.4,23.2,1189.1
"Cameron, PA",26.26,20.35,51.7,9.1,22.1,1186.5
"Carbon, PA",26.47,19.69,59.0,8.4,21.0,1168.2
"Centre, PA",15.39,10.77,61.6,8.0,18.5,1041.2
"Chester, PA",14.68,10.36,66.9,7.6,19.7,1028.1
"Clarion, PA",23.76,18.32,54.3,8.6,19.6,1170.3
"Clearfield, PA",24.09,18.44,53.7,7.8,20.0,1167.4
"Clinton, PA",23.1,17.74,54.7,8.7,19.9,1364.1
"Columbia, PA",22.54,16.91,56.3,8.1,19.2,1237.7
"Crawford, PA",25.3,19.78,54.7,9.0,19.5,1166.2
"Cumberland, PA",17.79,12.58,59.9,6.7,18.0,1177.6
"Dauphin, PA",20.31,14.71,56.8,6.9,17.8,1086.1
"Delaware, PA",20.09,14.4,64.8,7.9,21.3,1082.6
"Elk, PA",25.79,19.99,63.2,12.3,28.1,1163.9
"Erie, PA",25.14,18.8,60.7,9.5,22.7,998.8
"Fayette, PA",27.06,21.52,52.1,8.4,20.9,1486.6
"Forest, PA",30.17,22.75,52.9,11.5,20.6,1173.8
"Franklin, PA",22.33,16.81,53.0,7.0,16.4,1042.8
"Fulton, PA",23.82,17.89,50.9,8.5,17.8,1188.9
"Greene, PA",24.47,18.97,53.2,7.9,17.4,1441.4
"Huntingdon, PA",23.8,17.87,51.0,7.0,16.7,1070.2
"Indiana, PA",20.38,15.27,54.5,8.2,19.6,1119.9
"Jefferson, PA",25.33,19.9,53.2,8.8,20.6,1128.8
"Juniata, PA",23.92,18.94,48.5,6.7,16.1,1153.5
"Lackawanna, PA",23.38,17.34,62.9,9.0,22.6,1401.8
"Lancaster, PA",21.34,16.13,52.6,5.6,14.6,978.9
"Lawrence, PA",24.76,18.68,53.0,7.4,18.9,1293.6
"Lebanon, PA",22.94,17.63,55.2,6.7,17.5,1162.8
"Lehigh, PA",21.45,15.14,57.5,6.5,18.7,991.0
"Luzerne, PA",24.41,18.09,61.5,8.8,23.1,1354.1
"Lycoming, PA",22.34,17.22,55.9,7.8,19.2,1049.9
"McKean, PA",27.26,20.91,54.8,9.3,20.4,1300.7
"Mercer, PA",25.22,19.19,54.3,7.4,18.7,1292.7
"Mifflin, PA",25.16,20.36,44.1,6.1,14.8,1047.7
"Monroe, PA",22.28,15.79,58.5,7.2,17.8,1185.0
"Montgomery, PA",16.71,11.78,66.1,7.7,20.0,1003.7
"Montour, PA",22.84,16.91,60.1,7.9,19.4,840.9
"Northampton, PA",22.53,16.81,60.6,7.2,19.5,1025.7
"Northumberland, PA",24.87,19.41,53.8,7.8,19.6,1283.4
"Perry, PA",22.63,17.45,53.5,8.0,18.4,1124.7
"Philadelphia, PA",24.88,16.69,54.1,8.8,20.1,1164.7
"Pike, PA",23.9,17.98,64.3,8.7,20.3,1029.7
"Potter, PA",24.77,19.05,53.6,11.3,23.1,1006.5
"Schuylkill, PA",26.42,20.12,56.5,8.0,20.5,1534.9
"Snyder, PA",22.35,17.46,51.9,6.5,17.1,1078.9
"Somerset, PA",25.71,19.56,48.8,7.3,18.1,1181.9
"Sullivan, PA",23.71,17.77,59.2,10.8,21.3,1197.0
"Susquehanna, PA",24.65,19.0,58.4,11.2,23.0,1187.6
"Tioga, PA",22.48,17.58,56.3,10.0,20.9,1103.4
"Union, PA",21.71,15.99,54.3,6.7,16.7,938.2
"Venango, PA",27.32,21.47,53.5,8.0,19.8,1201.3
"Warren, PA",26.27,20.12,57.6,9.4,21.1,1152.2
"Washington, PA",23.74,17.91,59.5,8.3,20.6,1130.1
"Wayne, PA",25.32,19.14,60.3,10.3,22.7,1176.8
"Westmoreland, PA",22.2,16.66,59.8,8.2,21.6,1135.7
"Wyoming, PA",23.54,17.59,58.5,10.0,22.1,1339.1
"York, PA",20.78,15.78,55.3,6.7,17.3,967.4
"Bristol, RI",17.08,12.27,72.0,9.7,23.2,1003.0
"Kent, RI",20.73,14.88,67.5,9.5,21.9,1161.1
"Newport, RI",17.24,11.96,72.0,12.4,23.1,851.1
"Providence, RI",20.63,14.67,60.7,8.2,19.4,1077.4
"Washington, RI",16.6,11.58,71.4,11.7,22.1,1003.3
"Abbeville, SC",25.39,18.09,41.3,6.1,14.0,989.3
"Aiken, SC",22.38,15.9,50.8,6.5,14.6,1025.9
"Allendale, SC",25.28,16.63,40.9,7.5,16.0,1248.3
"Anderson, SC",23.88,17.4,43.1,5.8,13.6,1082.5
"Bamberg, SC",23.78,15.5,41.8,6.3,14.7,978.2
"Barnwell, SC",25.66,18.39,35.1,5.3,12.6,1112.5
"Beaufort, SC",18.66,12.32,66.3,12.2,20.3,594.9
"Berkeley, SC",22.99,16.63,51.3,7.5,17.0,863.9
"Calhoun, SC",22.2,15.1,44.4,6.5,14.7,973.6
"Charleston, SC",19.13,12.22,63.6,12.5,23.6,834.8
"Cherokee, SC",28.09,21.11,35.1,5.4,13.0,1176.6
"Chester, SC",27.03,19.47,37.0,5.6,12.9,1213.4
"Chesterfield, SC",25.52,18.59,34.1,5.0,12.0,1321.2
"Clarendon, SC",23.73,16.64,37.2,5.8,13.9,1021.4
"Colleton, SC",25.42,17.37,44.3,7.7,16.6,1300.4
"Darlington, SC",23.39,16.36,36.9,5.6,13.3,1353.1
"Dillon, SC",27.63,18.89,32.5,5.0,11.9,1184.9
"Dorchester, SC",21.46,14.83,58.2,9.2,19.7,922.2
"Edgefield, SC",23.0,16.2,45.7,5.9,14.1,878.6
"Fairfield, SC",24.78,16.43,38.8,5.5,12.8,1037.7
"Florence, SC",22.68,15.5,42.1,6.9,14.9,1159.1
"Georgetown, SC",21.46,15.28,50.3,8.5,16.8,933.4
"Greenville, SC",19.98,14.07,51.2,7.3,15.4,959.5
"Greenwood, SC",24.92,17.57,46.8,6.4,15.2,950.7
"Hampton, SC",24.84,17.18,37.8,6.3,14.0,1080.5
"Horry, SC",25.04,17.31,53.8,8.9,18.7,984.6
"Jasper, SC",25.12,17.12,43.3,6.6,15.1,820.0
"Kershaw, SC",22.9,16.67,43.8,6.3,14.8,939.9
"Lancaster, SC",24.34,17.98,42.5,5.9,13.9,945.8
"Laurens, SC",26.45,18.98,41.8,6.0,13.8,1020.6
"Lee, SC",27.2,18.76,34.0,5.4,12.9,1467.3
"Lexington, SC",22.25,15.42,54.4,9.1,18.8,991.2
"McCormick, SC",23.51,15.6,44.6,6.3,14.3,845.9
"Marion, SC",24.67,15.95,36.1,4.9,12.8,1292.0
"Marlboro, SC",26.88,18.94,34.9,5.4,13.5,1560.8
"Newberry, SC",25.54,17.34,50.7,8.5,17.3,994.9
"Oconee, SC",22.83,16.35,45.4,6.3,13.4,1039.2
"Orangeburg, SC",23.73,15.59,41.6,6.4,14.3,892.6
"Pickens, SC",21.89,15.47,44.9,7.1,14.1,1239.8
"Richland, SC",19.2,12.64,55.5,8.3,18.8,1017.3
"Saluda, SC",23.74,16.62,45.0,6.9,15.7,982.5
"Spartanburg, SC",25.04,17.95,47.0,6.8,14.9,1042.6
"Sumter, SC",23.71,16.83,42.6,5.8,14.4,912.3
"Union, SC",27.49,19.81,35.1,5.0,12.1,1183.9
"Williamsburg, SC",23.2,15.32,35.8,6.2,13.3,883.6
"York, SC",21.4,15.41,52.3,7.1,16.0,901.4
"Aurora, SD",21.84,16.43,62.5,11.5,25.8,970.9
"Beadle, SD",22.09,16.95,57.7,8.2,22.7,911.7
"Bennett, SD",29.83,20.11,41.8,16.0,22.9,1272.2
"Bon Homme, SD",23.14,16.95,60.7,12.9,28.0,1019.9
"Brookings, SD",16.97,11.91,61.7,9.0,22.2,1032.5
"Brown, SD",20.31,14.65,63.1,8.3,23.2,920.3
"Brule, SD",21.86,15.81,58.6,11.2,24.6,1062.2
"Buffalo, SD",35.67,24.12,27.4,18.3,23.7,1109.8
"Butte, SD",24.99,18.73,55.9,8.9,21.2,1010.9
"Campbell, SD",20.13,14.85,61.5,8.4,23.3,792.6
"Charles Mix, SD",26.99,19.13,49.5,12.3,23.9,986.0
"Clark, SD",22.37,16.66,57.4,9.3,25.4,858.2
"Clay, SD",16.89,11.36,60.8,11.4,24.8,1080.4
"Codington, SD",23.25,17.72,65.0,9.3,25.5,895.8
"Corson, SD",30.83,20.76,34.7,15.9,22.1,1269.3
"Custer, SD",19.57,13.68,56.0,8.8,19.4,926.7
"Davison, SD",19.17,14.57,63.9,9.8,25.0,930.0
"Day, SD",24.4,17.82,57.1,9.6,25.4,912.2
"Deuel, SD",21.15,15.52,60.2,9.2,25.0,958.9
"Dewey, SD",33.69,23.02,33.4,14.9,22.3,1092.6
"Douglas, SD",20.66,15.55,52.7,6.9,17.4,941.1
"Edmunds, SD",19.7,14.07,61.7,10.1,24.3,905.2
"Fall River, SD",23.78,17.44,56.6,10.1,23.3,1247.8
"Faulk, SD",22.82,17.08,62.7,12.3,28.6,941.0
"Grant, SD",24.79,19.16,65.1,10.2,26.6,994.4
"Gregory, SD",22.12,16.21,55.2,9.9,21.3,1083.2
"Haakon, SD",19.69,14.1,66.3,11.8,26.0,955.9
"Hamlin, SD",21.73,16.15,61.7,11.5,28.0,933.2
"Hand, SD",20.96,15.6,64.3,11.7,28.1,941.0
"Hanson, SD",20.57,15.21,59.7,11.6,25.8,1003.0
"Harding, SD",17.74,12.41,69.1,12.4,31.4,1109.2
"Hughes, SD",18.1,12.99,64.4,8.7,22.7,795.2
"Hutchinson, SD",19.14,13.89,60.4,9.9,23.3,1000.5
"Hyde, SD",23.11,17.19,59.5,11.2,25.8,869.0
"Jackson, SD",27.47,18.56,45.5,14.3,22.2,1084.1
"Jerauld, SD",22.5,16.86,60.8,10.1,27.4,1040.7
"Jones, SD",22.55,16.79,55.2,8.1,19.4,923.2
"Kingsbury, SD",19.53,14.32,62.9,9.6,27.4,1020.6
"Lake, SD",19.15,13.81,62.9,9.7,24.6,1116.4
"Lawrence, SD",21.68,14.81,64.9,10.3,23.4,773.1
"Lincoln, SD",16.03,11.33,64.5,8.5,23.0,824.0
"Lyman, SD",25.6,17.53,52.4,14.0,26.3,920.4
"McCook, SD",20.22,14.61,58.5,10.2,23.5,1105.6
"McPherson, SD",21.52,15.81,55.4,8.0,22.8,906.6
"Marshall, SD",22.17,15.67,56.6,8.9,22.7,917.4
"Meade, SD",22.23,16.32,61.3,8.8,21.4,908.6
"Mellette, SD",29.43,19.92,37.4,13.3,21.2,1119.2
"Miner, SD",20.5,14.95,66.4,12.3,31.7,1025.7
"Minnehaha, SD",21.28,15.49,62.6,9.5,23.2,1117.4
"Moody, SD",21.75,15.29,61.2,12.2,27.9,1088.0
"Pennington, SD",23.05,16.5,57.1,8.0,18.8,987.7
"Perkins, SD",20.7,15.1,59.3,9.5,22.8,930.1
"Potter, SD",21.62,15.92,57.0,9.3,21.2,876.6
"Roberts, SD",26.81,18.75,47.6,10.5,21.1,978.3
"Sanborn, SD",21.26,16.04,66.1,15.4,32.8,993.3
"Spink, SD",20.9,15.35,60.4,10.5,26.0,902.6
"Stanley, SD",22.05,16.3,69.6,13.6,30.6,632.0
"Sully, SD",18.72,13.39,65.6,11.8,27.8,759.3
"Todd, SD",34.36,22.59,32.7,18.0,23.4,1133.1
"Tripp, SD",23.6,17.39,62.9,12.3,28.2,995.1
"Turner, SD",20.72,15.1,61.3,10.4,25.7,1052.2
"Union, SD",18.99,13.23,64.4,10.8,26.9,785.6
"Walworth, SD",23.29,17.07,64.2,10.2,26.4,781.0
"Yankton, SD",21.47,16.07,64.3,10.8,25.3,1048.2
"Ziebach, SD",31.53,21.16,33.9,17.1,21.9,896.5
"Anderson, TN",24.8,19.47,37.8,5.0,11.4,1185.1
"Bedford, TN",26.84,20.87,35.4,4.7,11.0,1514.0
"Benton, TN",28.65,22.36,30.4,4.4,10.1,1514.4
"Bledsoe, TN",29.66,23.72,29.0,4.6,10.0,1004.2
"Blount, TN",23.76,18.54,39.0,5.0,11.7,911.3
"Bradley, TN",26.48,20.63,33.2,3.7,10.2,1351.1
"Campbell, TN",32.09,26.26,29.4,4.6,10.7,1466.4
"Cannon, TN",28.18,22.52,32.1,4.2,9.9,1174.6
"Carroll, TN",26.85,20.67,30.8,4.4,10.4,1746.0
"Carter, TN",29.17,23.07,31.0,3.8,9.1,1226.0
"Cheatham, TN",26.0,20.14,38.9,5.3,12.4,1340.6
"Chester, TN",25.68,19.17,32.6,4.5,10.1,1315.9
"Claiborne, TN",28.54,22.7,26.3,3.5,9.2,1460.6
"Clay, TN",25.65,19.6,32.8,5.7,12.8,1521.2
"Cocke, TN",30.24,24.01,27.4,3.6,9.5,1719.2
"Coffee, TN",26.3,20.24,39.5,5.8,12.8,1561.1
"Crockett, TN",25.99,19.49,30.0,4.2,9.9,1910.2
"Cumberland, TN",26.61,21.57,40.6,5.4,12.3,915.5
"Davidson, TN",20.86,14.82,51.0,6.5,16.3,1101.2
"Decatur, TN",26.39,20.26,30.5,4.5,10.3,1428.2
"DeKalb, TN",26.44,20.72,32.4,4.4,10.5,1205.8
"Dickson, TN",27.74,21.79,35.1,4.8,11.1,1627.4
"Dyer, TN",26.13,19.85,36.0,4.8,11.8,1883.2
"Fayette, TN",22.27,16.14,38.9,5.5,11.4,1075.4
"Fentress, TN",28.93,23.1,29.6,5.0,10.1,1214.1
"Franklin, TN",26.38,19.88,36.6,5.0,11.3,1396.0
"Gibson, TN",26.6,20.35,32.9,4.3,10.6,1498.3
"Giles, TN",26.88,20.37,34.1,4.8,11.4,1348.1
"Grainger, TN",29.25,22.95,24.3,3.2,8.2,1153.1
"Greene, TN",27.7,21.53,32.4,4.1,10.0,1354.8
"Grundy, TN",29.76,22.86,30.6,4.9,10.1,1412.8
"Hamblen, TN",27.46,21.16,31.7,3.9,9.8,1256.8
"Hamilton, TN",23.59,17.29,45.3,6.0,13.7,1113.1
"Hancock, TN",30.63,23.76,18.7,2.4,7.1,1231.7
"Hardeman, TN",27.81,20.3,29.7,4.3,9.6,1446.6
"Hardin, TN",28.21,21.7,33.5,4.9,11.6,1692.4
"Hawkins, TN",29.07,22.97,30.3,3.7,8.9,1303.0
"Haywood, TN",26.04,18.91,35.8,4.7,11.3,1302.5
"Henderson, TN",26.96,20.71,31.0,4.3,10.0,1449.9
"Henry, TN",28.38,21.99,38.5,5.3,12.7,1527.1
"Hickman, TN",29.81,22.95,29.3,4.4,9.6,1164.8
"Houston, TN",28.94,22.52,31.7,4.8,10.3,1513.5
"Humphreys, TN",28.02,21.55,34.4,4.7,11.1,1606.5
"Jackson, TN",29.42,23.31,29.6,5.0,10.7,1317.2
"Jefferson, TN",28.14,21.93,31.8,4.0,10.2,1165.9
"Johnson, TN",29.57,23.28,27.0,3.4,7.8,1230.4
"Knox, TN",19.94,14.73,44.7,6.0,13.5,1042.1
"Lake, TN",31.6,23.77,24.9,5.0,9.9,1736.2
"Lauderdale, TN",29.56,22.05,32.2,4.9,11.1,1767.5
"Lawrence, TN",27.52,21.41,29.5,3.9,9.7,1313.2
"Lewis, TN",29.99,23.61,31.4,4.1,10.3,1149.3
"Lincoln, TN",27.14,20.99,33.2,4.5,10.0,1511.1
"Loudon, TN",23.76,18.2,39.3,4.3,10.5,894.5
"McMinn, TN",27.66,21.47,30.3,3.4,9.1,1293.6
"McNairy, TN",27.56,20.85,29.2,4.3,9.6,1651.0
"Macon, TN",29.53,23.46,31.6,4.8,10.8,1380.7
"Madison, TN",23.27,16.78,39.9,5.4,12.6,1176.6
"Marion, TN",27.76,21.59,34.3,5.0,11.3,1351.1
"Marshall, TN",27.26,21.15,33.1,4.1,10.7,1431.8
"Maury, TN",27.07,20.37,40.8,5.4,12.4,1156.1
"Meigs, TN",30.94,24.79,27.7,3.7,9.3,1364.2
"Monroe, TN",29.27,22.81,30.0,3.5,9.5,1139.3
"Montgomery, TN",23.92,17.78,44.7,5.2,12.4,1196.4
"Moore, TN",26.33,20.02,35.6,5.8,11.2,1453.1
"Morgan, TN",29.85,24.24,27.9,4.0,9.1,1063.4
"Obion, TN",27.37,21.4,30.7,4.0,10.4,1420.0
"Overton, TN",26.6,20.85,32.0,4.9,10.5,1233.6
"Perry, TN",29.69,22.99,29.6,4.5,10.0,1376.1
"Pickett, TN",26.46,20.41,28.3,3.7,8.7,1222.4
"Polk, TN",29.45,22.67,28.8,3.6,9.3,1295.9
"Putnam, TN",24.41,19.1,37.1,5.1,11.8,1126.9
"Rhea, TN",29.0,23.39,31.7,4.0,10.3,1340.9
"Roane, TN",25.89,20.63,35.2,4.5,10.7,1233.3
"Robertson, TN",27.31,20.67,39.1,4.9,11.9,1277.8
"Rutherford, TN",20.73,15.51,45.1,5.7,12.8,1099.5
"Scott, TN",30.77,24.46,28.3,3.8,10.3,1242.2
"Sequatchie, TN",28.07,22.04,33.1,4.6,10.4,1146.4
"Sevier, TN",25.58,19.61,35.1,4.2,10.4,1136.8
